age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
47,4,196707,10,15,0,1,1,1,0,0,40,38,0
19,0,26620,11,10,4,0,3,0,0,0,40,38,0
23,4,361481,0,6,2,8,0,1,0,0,40,0,0
28,6,214689,1,7,4,3,1,1,0,0,40,38,0
21,4,174907,8,9,4,1,3,0,0,0,40,38,0
50,6,348099,0,6,0,12,1,0,0,0,50,38,0
31,4,31600,6,13,4,10,1,0,0,0,40,38,0
37,4,197429,8,9,2,6,0,1,0,0,45,38,1
48,4,47343,9,14,2,10,0,1,0,0,40,38,1
24,4,249957,11,10,4,4,3,1,0,0,40,38,0
55,4,175942,8,9,0,9,1,0,0,0,40,10,0
51,1,190333,11,10,2,3,0,1,0,0,40,38,0
30,4,196396,11,10,4,7,1,1,0,0,40,38,0
41,4,166740,8,9,2,7,0,1,0,0,40,38,0
47,2,174533,5,11,2,4,0,1,0,0,40,38,1
40,4,144067,5,11,2,3,0,1,0,0,40,38,0
36,4,106964,8,9,2,7,0,1,0,0,40,38,0
37,4,178136,8,9,2,7,0,1,0,0,40,38,0
38,4,196554,10,15,5,10,1,1,0,0,35,38,1
40,6,403550,11,10,2,3,0,1,0,0,50,38,0
33,4,156192,9,14,2,10,0,1,0,0,45,38,1
45,4,189802,11,10,0,1,1,0,0,0,40,38,0
35,6,179171,8,9,4,12,4,0,0,0,38,11,0
32,4,77634,1,7,2,1,0,1,0,0,45,38,0
23,4,189830,11,10,2,8,0,1,0,0,50,38,0
44,0,174147,11,10,2,0,0,1,0,0,40,38,0
20,4,138107,8,9,4,6,3,1,0,0,35,38,0
19,4,318822,11,10,4,1,2,0,0,0,40,38,0
48,4,48885,8,9,0,8,1,0,0,0,35,38,0
20,4,154779,11,10,4,12,2,0,0,0,40,38,0
33,4,180551,11,10,5,1,4,0,0,0,40,38,0
34,4,112584,0,6,0,8,4,0,0,0,38,38,0
48,7,85384,11,10,2,3,0,1,0,0,40,38,1
32,0,123971,1,7,0,0,1,0,0,0,49,38,0
42,4,69019,11,10,2,3,0,1,0,0,40,38,1
22,4,112847,8,9,4,1,3,1,0,0,40,38,0
60,6,52900,8,9,2,3,0,1,0,0,42,38,1
29,4,216481,9,14,2,4,5,0,0,0,40,38,1
34,4,176469,6,13,4,12,1,1,0,0,38,38,0
34,4,176831,6,13,0,10,4,0,0,0,40,38,1
39,1,410034,8,9,2,1,0,1,0,0,40,38,0
48,4,240917,1,7,5,8,1,0,0,0,35,38,0
51,4,243361,11,10,6,1,4,0,0,0,45,38,0
32,4,272944,11,10,4,3,1,0,0,0,40,38,0
24,4,228686,11,10,4,8,1,1,0,0,45,38,0
64,6,106538,9,14,0,10,1,1,0,0,50,38,0
62,4,153891,6,13,2,4,0,1,0,0,50,38,1
52,4,190909,8,9,2,4,0,1,0,0,40,38,1
39,4,191002,8,9,4,12,1,0,0,0,40,30,0
42,4,89073,8,9,2,10,0,1,0,0,48,38,0
30,4,205659,4,12,2,4,5,0,0,0,50,36,1
32,4,182323,3,5,2,3,0,1,0,0,40,38,0
27,4,152246,8,9,4,7,3,1,0,0,40,29,0
33,4,155198,3,5,0,7,1,1,0,0,35,38,0
48,6,100931,11,10,4,1,1,1,0,0,40,38,0
31,1,334346,6,13,2,4,0,1,0,0,40,38,1
26,4,181597,11,10,2,7,0,1,0,0,40,38,0
50,4,210217,6,13,0,12,4,1,0,0,40,38,0
49,4,169711,5,11,2,10,0,1,0,0,40,11,1
54,4,194580,5,11,2,12,0,1,0,0,50,38,0
35,7,177974,8,9,2,11,0,1,0,0,40,38,1
50,5,136913,8,9,2,5,0,1,0,0,50,38,0
43,7,230961,8,9,2,3,0,1,0,0,40,38,0
28,4,167062,11,10,0,1,4,1,0,0,40,38,0
47,4,120131,8,9,2,4,0,1,0,0,40,38,0
30,4,171876,10,15,4,10,1,0,0,0,45,38,0
19,4,136866,8,9,4,3,3,1,0,0,45,38,0
55,4,185459,9,14,2,12,0,1,0,0,50,38,1
31,4,43716,5,11,0,7,4,1,0,0,43,38,0
30,4,220939,5,11,0,4,1,1,0,0,40,38,0
51,1,40808,6,13,4,10,1,0,0,0,43,38,0
34,4,183473,8,9,0,14,3,0,0,0,40,38,0
59,4,108496,9,14,2,4,0,1,0,0,45,38,1
50,4,204838,8,9,0,4,4,0,0,0,38,38,0
29,4,132686,8,9,0,7,4,1,0,0,40,38,0
17,7,117906,0,6,4,5,3,1,0,0,40,38,0
32,4,259719,11,10,0,6,4,1,0,0,40,26,0
25,0,35829,11,10,0,0,4,0,0,0,50,38,0
34,4,248795,8,9,4,7,1,0,0,0,45,38,0
37,2,128054,11,10,0,1,4,0,0,0,40,38,0
32,5,113543,10,15,2,10,0,1,0,0,40,38,1
45,1,45891,11,10,0,1,4,1,0,0,42,38,0
30,4,112263,1,7,0,6,3,1,0,0,40,38,0
34,4,306215,5,11,4,6,1,1,0,0,40,38,0
25,4,203570,8,9,5,8,4,1,0,0,40,38,0
41,6,355918,6,13,5,3,1,1,0,0,35,38,0
35,6,198841,10,15,2,10,0,1,0,0,50,38,1
42,4,282964,6,13,0,4,4,0,0,0,40,38,0
32,4,200246,6,13,2,4,0,1,0,0,40,38,1
25,4,182771,11,10,4,12,3,1,0,0,40,38,0
23,4,199908,1,7,2,14,0,1,0,0,50,38,0
36,4,172104,10,15,4,10,1,1,0,0,40,18,1
27,4,216858,7,16,4,10,1,1,0,0,52,38,0
57,4,255109,8,9,4,4,1,0,0,0,45,38,0
59,2,238431,8,9,0,1,4,0,0,0,38,38,0
34,4,131552,8,9,4,8,3,0,0,0,40,38,0
31,7,255830,4,12,4,1,3,0,0,0,45,38,0
18,0,175648,1,7,4,0,3,1,0,0,40,38,0
19,4,164320,8,9,4,14,3,1,0,0,40,38,0
20,6,263498,5,11,4,5,3,1,0,0,40,38,0
52,6,162381,8,9,0,12,1,1,0,0,40,38,0
39,2,229651,6,13,2,10,0,1,0,0,50,38,1
27,4,357348,8,9,5,8,4,0,0,0,50,38,0
19,4,269657,11,10,4,12,1,0,0,0,35,38,0
41,4,207685,8,9,2,14,0,1,0,0,45,0,0
24,4,50341,6,13,4,1,1,0,0,0,40,38,0
48,4,240231,6,13,2,4,0,1,0,0,40,23,1
35,6,191503,11,10,2,12,0,1,0,0,50,38,0
32,4,163530,8,9,0,8,4,0,0,0,40,38,0
59,4,121912,11,10,2,4,0,1,0,0,40,38,1
31,2,58624,8,9,4,14,3,1,0,0,40,38,0
27,2,74056,6,13,4,13,1,1,0,0,50,38,0
57,4,182028,4,12,6,1,1,0,0,0,35,38,0
40,4,209040,8,9,4,8,1,1,0,0,40,38,0
31,4,206046,8,9,0,7,1,1,0,0,40,38,0
42,4,185057,8,9,5,1,4,0,0,0,35,33,0
60,4,147473,8,9,2,12,0,1,0,0,40,38,0
20,0,388811,11,10,4,0,3,0,0,0,40,38,0
27,4,221912,8,9,4,6,3,1,0,0,40,38,0
31,4,48189,8,9,2,14,0,1,0,0,45,38,0
29,7,382272,6,13,4,3,1,1,0,0,40,38,0
22,4,48347,6,13,4,5,3,1,0,0,40,38,0
28,4,249571,8,9,2,12,0,1,0,0,40,38,0
29,4,185019,2,8,4,8,1,1,0,0,40,38,0
47,4,256866,8,9,2,14,0,1,0,0,48,38,0
21,4,118657,8,9,5,7,2,1,0,0,40,38,0
68,4,224338,5,11,6,4,1,0,0,0,40,38,0
23,0,234970,11,10,4,0,3,0,0,0,40,38,0
23,4,227915,8,9,4,3,4,0,0,0,33,38,0
45,6,160962,11,10,4,12,3,0,0,0,35,38,0
22,4,188950,11,10,4,13,3,1,0,0,40,38,0
38,4,201328,6,13,2,10,0,1,0,0,50,38,1
24,4,218678,11,10,4,12,1,1,0,0,49,38,0
23,4,184255,8,9,2,12,5,0,0,0,40,38,0
39,1,200968,11,10,2,1,2,1,0,0,45,38,1
26,4,102264,11,10,4,3,1,1,0,0,40,38,0
24,4,300584,8,9,4,6,4,1,0,0,40,38,0
38,4,132879,6,13,2,4,0,1,0,0,40,38,1
43,5,260960,6,13,0,5,1,1,0,0,35,38,0
56,4,208415,8,9,0,4,1,1,0,0,40,0,0
42,4,356934,9,14,2,4,0,1,0,0,40,38,1
35,4,154410,6,13,2,4,0,1,0,0,50,38,1
31,4,35378,11,10,0,1,1,0,0,0,45,38,0
32,4,73621,11,10,0,4,4,0,0,0,42,38,0
22,4,157332,8,9,4,8,3,0,0,0,35,38,0
51,4,202956,5,11,2,12,0,1,0,0,40,38,0
31,4,173495,8,9,4,8,3,1,0,0,35,38,0
48,4,125120,11,10,2,1,5,0,0,0,37,38,0
20,4,190429,11,10,4,8,1,0,0,0,40,38,0
28,0,190303,4,12,4,0,2,1,0,0,40,38,0
35,5,196373,6,13,2,4,0,1,0,0,45,38,1
48,7,122086,8,9,2,11,0,1,0,0,40,38,0
36,4,137314,5,11,4,13,1,1,0,0,45,38,0
40,6,33068,8,9,2,5,0,1,0,0,50,38,0
37,7,103474,8,9,4,8,3,0,0,0,40,38,0
65,4,115880,7,16,2,4,0,1,0,0,40,38,1
42,4,52781,11,10,2,13,0,1,0,0,40,38,0
27,4,251905,5,11,4,4,3,1,0,0,50,38,0
20,0,194096,11,10,4,0,3,0,0,0,40,38,0
29,4,263831,6,13,4,1,3,0,0,0,40,38,0
29,4,133136,2,8,2,14,0,1,0,0,40,38,1
32,4,121634,0,6,4,7,3,1,0,0,40,25,0
22,5,40767,11,10,2,3,0,1,0,0,40,38,0
30,1,355789,8,9,4,1,1,0,0,0,50,38,0
43,2,311914,11,10,0,1,1,0,0,0,40,38,0
44,1,344060,10,15,2,10,0,1,0,0,40,38,1
41,4,113823,6,13,0,8,1,1,0,0,40,38,0
30,4,76107,8,9,4,14,1,1,0,0,45,38,1
23,4,117618,11,10,4,6,3,1,0,0,35,38,0
39,4,238008,8,9,6,1,3,0,0,0,40,38,0
19,4,351040,11,10,4,1,3,0,0,0,40,32,0
23,4,195767,8,9,4,3,1,1,0,0,40,38,0
25,4,187540,11,10,4,3,1,1,0,0,40,38,0
40,4,79372,8,9,0,12,1,0,0,0,40,38,0
30,4,226665,6,13,2,4,0,1,0,0,42,38,1
52,4,213209,11,10,2,3,0,1,0,0,40,38,1
24,4,96178,6,13,4,1,3,0,0,0,40,38,0
39,4,110713,6,13,2,12,0,1,0,0,50,38,1
45,6,225456,6,13,2,4,0,1,0,0,50,38,1
45,4,180309,11,10,0,7,4,0,0,0,40,38,0
62,6,39630,8,9,2,12,0,1,0,0,40,38,0
56,4,172071,8,9,0,8,4,0,0,0,40,22,0
28,4,218887,8,9,4,5,4,0,0,0,35,38,0
43,4,209149,8,9,0,8,1,0,0,0,35,38,0
26,4,84619,6,13,2,3,0,1,0,0,40,38,1
48,7,99086,6,13,4,4,1,0,0,0,50,38,0
38,4,326886,5,11,2,4,0,1,0,0,45,38,1
39,6,326400,9,14,4,10,1,1,0,0,40,38,0
50,4,148953,8,9,2,14,0,1,0,0,50,38,1
50,1,183611,11,10,4,1,1,1,0,0,40,38,0
35,4,115215,11,10,4,14,3,1,0,0,45,38,0
27,4,152231,11,10,2,7,0,1,0,0,45,38,0
24,0,41356,11,10,4,0,1,0,0,0,40,38,0
27,4,225142,11,10,4,3,3,1,0,0,40,38,0
23,6,121313,8,9,4,3,3,1,0,0,40,38,0
25,4,134821,8,9,4,1,3,0,0,0,40,38,0
51,4,311350,6,13,2,4,0,1,0,0,40,38,1
26,4,102106,0,6,2,1,5,0,0,0,40,38,0
40,4,117860,8,9,0,8,1,1,0,0,40,38,0
58,4,285885,3,5,0,8,4,0,0,0,40,38,0
25,4,212800,11,10,4,12,3,0,0,0,40,38,0
36,4,31438,1,7,2,14,0,1,0,0,43,38,0
28,4,144521,8,9,4,8,3,0,0,0,40,38,0
20,4,172232,8,9,4,1,3,1,0,0,48,38,0
25,4,191921,11,10,4,14,3,1,0,0,40,38,0
53,1,68985,8,9,2,1,0,1,0,0,40,38,0
50,4,22418,3,5,0,14,1,1,0,0,50,38,0
57,4,163047,8,9,2,4,5,0,0,0,38,38,0
47,4,197702,11,10,2,3,0,1,0,0,40,38,0
25,4,166415,8,9,4,14,4,1,0,0,52,38,0
50,7,116211,10,15,2,4,0,1,0,0,52,38,1
46,4,73019,6,13,4,10,1,0,0,0,40,38,0
54,4,169182,8,9,5,1,4,0,0,0,38,32,0
58,4,316849,11,10,0,8,1,1,0,0,40,38,0
61,4,153790,8,9,2,1,5,0,0,0,40,38,0
56,7,153451,11,10,0,1,1,0,0,0,35,38,0
59,4,96840,8,9,0,8,4,0,0,0,40,38,0
33,4,209101,8,9,4,1,1,1,0,0,40,38,0
46,4,146919,8,9,2,1,5,0,0,0,40,38,1
46,2,192323,11,10,2,11,0,1,0,0,38,38,1
33,4,198211,8,9,2,4,0,1,0,0,40,38,0
21,4,222490,11,10,4,6,3,0,0,0,40,38,0
27,4,106758,8,9,0,1,4,0,0,0,45,38,0
28,4,203710,6,13,4,7,1,1,0,0,40,38,0
45,2,203322,11,10,0,1,1,0,0,0,38,38,0
46,7,312015,8,9,4,8,1,0,0,0,40,38,0
37,4,130620,2,8,2,12,5,0,0,0,33,0,0
39,2,134367,8,9,4,1,3,0,0,0,35,38,0
45,4,119904,8,9,0,13,1,0,0,0,50,38,1
47,5,105779,6,13,4,12,3,1,0,0,40,38,1
64,4,165020,1,7,2,3,0,1,0,0,48,38,0
43,0,142030,8,9,0,0,4,0,0,0,40,38,0
34,4,241360,8,9,2,10,0,1,0,0,40,0,0
31,4,162572,6,13,2,4,0,1,0,0,40,38,0
26,4,35917,8,9,2,12,0,1,0,0,40,38,0
43,4,194773,11,10,4,8,1,0,0,0,40,38,0
33,4,62155,11,10,4,12,1,1,0,0,35,38,0
24,4,270517,8,9,4,8,3,0,0,0,40,25,0
43,4,163847,6,13,2,5,0,1,0,0,50,38,1
40,4,193882,5,11,4,7,3,1,0,0,40,38,0
41,4,163174,8,9,4,1,1,0,0,0,40,38,0
60,4,156616,8,9,6,8,4,0,0,0,40,38,0
29,4,204862,4,12,0,10,1,0,0,0,36,38,0
34,0,55921,8,9,2,0,0,1,0,0,40,38,0
45,2,195418,9,14,0,10,1,1,0,0,40,38,0
41,6,83411,8,9,2,4,0,1,0,0,40,38,1
21,4,198992,8,9,4,12,1,0,0,0,33,38,0
45,4,337825,8,9,2,3,0,1,0,0,45,38,0
34,4,192002,6,13,2,4,0,1,0,0,40,38,1
28,4,189346,8,9,0,6,3,1,0,0,40,38,0
19,4,231962,8,9,4,8,4,1,0,0,40,38,0
48,4,200471,6,13,2,14,0,1,0,0,45,38,1
41,4,184846,11,10,0,1,4,0,0,0,40,38,0
43,4,233851,6,13,0,1,1,0,0,0,40,38,0
28,4,157624,6,13,4,1,1,0,0,0,40,38,0
51,4,146767,6,13,2,10,0,1,0,0,40,38,1
43,4,313181,8,9,0,1,2,1,0,0,38,38,0
45,4,81132,11,10,2,3,2,1,0,0,40,29,0
25,4,213412,6,13,4,13,4,1,0,0,40,38,0
56,4,199763,11,10,2,3,0,1,0,0,45,38,0
40,5,37869,8,9,2,4,0,1,0,0,50,38,0
32,4,302845,8,9,2,4,5,0,0,0,48,38,0
38,4,173968,8,9,2,3,0,1,0,0,45,38,0
49,4,166857,3,5,0,6,1,0,0,0,40,38,0
26,4,162872,4,12,4,10,1,0,0,0,40,38,0
40,4,139193,8,9,0,3,1,1,0,0,40,38,0
23,4,137214,8,9,2,12,0,1,0,0,37,38,0
19,4,183258,11,10,4,1,3,1,0,0,40,38,0
41,4,213055,4,12,4,1,1,0,0,0,50,38,0
37,4,155064,5,11,0,10,4,0,0,0,40,38,0
20,4,33551,8,9,4,14,3,1,0,0,40,38,0
40,4,169995,8,9,0,3,4,1,0,0,40,38,0
40,4,104196,8,9,2,13,0,1,0,0,40,38,0
39,7,114055,6,13,4,4,1,0,0,0,40,38,0
49,4,196571,6,13,2,12,0,1,0,0,45,38,1
35,1,245372,8,9,4,1,1,1,0,0,40,38,0
30,4,169583,6,13,1,4,5,0,0,0,40,38,1
36,4,224531,11,10,4,8,1,1,0,0,40,38,0
26,4,186151,8,9,5,13,3,0,0,0,40,38,0
23,4,118693,6,13,4,8,1,1,0,0,35,38,0
39,4,297449,6,13,2,10,0,1,0,0,40,38,1
40,6,125206,10,15,2,10,0,1,0,0,40,38,0
29,4,393264,6,13,4,10,1,1,0,0,40,38,0
63,4,264968,6,13,4,1,1,1,0,0,40,38,0
58,6,318106,8,9,2,4,0,1,0,0,40,38,1
30,4,156025,8,9,0,4,4,0,0,0,40,38,0
38,7,149455,8,9,4,8,4,0,0,0,40,38,0
44,7,165108,9,14,2,10,0,1,0,0,40,38,1
43,4,115178,5,11,2,1,5,0,0,0,40,38,1
41,2,352056,4,12,4,4,1,1,0,0,40,38,0
38,4,174717,6,13,2,12,0,1,0,0,50,38,1
47,4,44216,8,9,0,4,4,0,0,0,45,38,0
24,4,178255,11,10,2,9,5,0,0,0,40,0,0
40,4,356934,4,12,0,4,1,1,0,0,40,38,1
26,4,247025,8,9,4,11,4,1,0,0,44,38,0
32,4,107417,8,9,4,8,1,1,0,0,37,38,0
36,7,116554,6,13,4,1,1,0,0,0,40,38,0
39,4,202937,11,10,0,13,1,0,0,0,40,30,0
27,4,62737,5,11,2,13,0,1,0,0,40,38,0
29,4,246974,5,11,4,13,1,1,0,0,40,38,0
49,4,105431,8,9,0,8,1,0,0,0,40,38,0
36,4,146311,3,5,2,7,0,1,0,0,40,38,0
47,6,159869,7,16,2,3,0,1,0,0,50,38,0
21,4,204641,11,10,4,8,3,1,0,0,40,38,0
35,4,66297,6,13,4,10,1,0,0,0,40,29,1
66,0,107744,11,10,2,0,0,1,0,0,40,38,0
37,4,294292,10,15,2,4,0,1,0,0,40,38,0
49,4,128736,6,13,4,10,4,0,0,0,40,38,0
27,4,302406,11,10,2,12,0,1,0,0,40,38,1
34,2,101517,11,10,0,1,4,0,0,0,35,38,0
54,7,161334,9,14,3,10,1,0,0,0,40,3,0
24,5,189148,11,10,4,14,3,1,0,0,40,38,0
48,6,51620,6,13,5,3,1,1,0,0,50,38,0
23,4,31606,8,9,4,1,4,0,0,0,40,38,0
29,4,34292,8,9,4,8,3,1,0,0,38,38,0
29,4,107812,8,9,0,3,1,1,0,0,40,38,0
29,4,229729,8,9,4,14,1,1,0,0,40,38,0
41,4,111891,8,9,5,7,2,0,0,0,40,38,0
32,4,340917,8,9,4,6,1,1,0,0,40,38,0
34,4,114955,4,12,0,7,1,1,0,0,40,38,0
46,4,159869,6,13,2,4,0,1,0,0,40,38,1
29,4,207064,8,9,2,7,0,1,0,0,40,38,0
64,4,151364,11,10,4,1,1,0,0,0,40,38,0
51,4,102828,5,11,2,6,0,1,0,0,40,12,0
20,0,210029,11,10,4,0,3,0,0,0,40,38,0
29,4,142519,8,9,4,6,3,1,0,0,40,38,0
49,4,104455,6,13,3,8,1,1,0,0,40,29,0
77,5,192230,11,10,2,4,0,1,0,0,40,38,0
32,4,292592,8,9,4,8,3,0,0,0,35,38,0
27,4,330132,6,13,2,13,5,0,0,0,40,38,1
22,4,51111,11,10,4,12,1,0,0,0,40,38,0
35,2,258037,8,9,2,3,0,1,0,0,40,5,1
35,7,349066,8,9,0,7,3,1,0,0,40,38,0
62,0,191188,8,9,2,0,0,1,0,0,40,38,0
38,4,175120,8,9,0,3,1,1,0,0,40,38,0
29,4,253814,6,13,4,4,1,0,0,0,45,38,0
33,4,159247,6,13,2,10,0,1,0,0,40,38,1
42,4,213464,11,10,2,3,0,1,0,0,40,38,0
43,1,32016,9,14,2,10,0,1,0,0,40,38,1
39,4,135020,8,9,4,14,3,1,0,0,40,38,0
37,4,109133,8,9,2,7,0,1,0,0,40,31,0
28,4,142712,11,10,2,3,0,1,0,0,40,38,0
26,1,76900,6,13,4,13,1,1,0,0,40,38,0
43,1,262233,6,13,0,4,1,1,0,0,40,38,1
35,2,308945,8,9,2,3,0,1,0,0,40,38,1
57,4,46699,8,9,2,1,5,0,0,0,40,38,0
45,4,377757,3,5,2,14,0,1,0,0,40,38,0
45,4,102147,8,9,2,3,0,1,0,0,40,38,0
42,4,113770,8,9,2,1,5,0,0,0,40,38,0
35,4,139012,6,13,2,8,0,1,0,0,40,39,0
45,4,148900,6,13,2,10,0,1,0,0,50,38,1
28,1,329426,6,13,4,4,1,1,0,0,40,38,0
44,2,101950,10,15,5,10,4,0,0,0,40,38,0
59,6,32537,8,9,2,5,0,1,0,0,40,38,1
41,4,209547,8,9,4,7,1,1,0,0,40,38,0
22,4,138768,8,9,4,1,3,1,0,0,40,38,0
49,4,143482,8,9,0,8,4,0,0,0,40,38,0
23,4,148315,11,10,5,3,3,1,0,0,40,38,0
20,4,270517,8,9,4,8,3,0,0,0,40,25,0
40,4,53506,6,13,0,3,3,0,0,0,40,38,0
25,4,105693,6,13,4,10,1,0,0,0,40,38,0
27,4,189589,11,10,0,13,1,0,0,0,40,38,0
40,2,33155,8,9,4,8,3,1,0,0,40,38,0
38,6,233571,8,9,5,8,4,0,0,0,40,38,0
42,4,211253,6,13,0,4,4,0,0,0,40,38,0
20,4,137895,8,9,2,12,0,1,0,0,45,38,0
62,7,159699,6,13,2,1,0,1,0,0,38,38,0
31,4,295922,11,10,4,1,1,1,0,0,40,38,0
24,4,216129,8,9,4,1,3,1,0,0,40,38,0
43,2,214242,11,10,2,3,0,1,0,0,40,38,1
21,4,285457,11,10,4,14,3,1,0,0,50,38,0
22,0,246386,8,9,4,0,4,0,0,0,40,38,0
18,4,142751,0,6,4,6,1,1,0,0,40,38,0
59,2,283635,9,14,0,10,1,0,0,0,40,38,0
49,4,76482,8,9,2,3,0,1,0,0,40,38,0
33,4,67006,0,6,4,7,1,0,0,0,45,38,0
50,1,172046,11,10,2,4,0,1,0,0,40,38,1
30,4,185177,6,13,2,4,0,1,0,0,43,38,0
32,4,282611,6,13,4,4,1,0,0,0,40,38,0
57,4,218649,8,9,2,6,0,1,0,0,40,38,0
53,4,204584,9,14,0,12,1,0,0,0,40,38,0
21,4,117210,11,10,4,12,3,1,0,0,45,38,0
37,4,69481,8,9,0,7,1,1,0,0,40,38,0
57,4,120302,8,9,2,7,0,1,0,0,40,38,0
65,0,111916,8,9,2,0,0,1,0,0,40,38,0
30,4,219110,8,9,2,3,0,1,0,0,46,38,0
31,4,200192,8,9,0,1,1,0,0,0,40,11,0
23,7,33551,6,13,2,13,0,1,0,0,38,38,0
44,4,164043,8,9,2,12,0,1,0,0,40,38,0
43,0,116632,11,10,2,0,0,1,0,0,45,38,1
42,4,175133,11,10,4,7,4,0,0,0,40,38,0
34,6,289731,1,7,2,7,0,1,0,0,40,38,0
32,4,256362,8,9,2,3,0,1,0,0,40,38,1
25,4,282612,5,11,4,13,4,0,0,0,40,38,0
21,4,73679,11,10,4,4,3,0,0,0,40,38,0
36,2,357720,5,11,4,10,1,0,0,0,40,38,0
42,4,183479,5,11,2,12,0,1,0,0,40,38,1
33,4,172304,0,6,2,7,0,1,0,0,40,38,0
36,6,313853,6,13,0,8,4,1,0,0,45,38,1
32,4,385959,8,9,4,3,3,1,0,0,50,38,0
33,6,116539,8,9,2,3,0,1,0,0,40,38,0
60,4,141253,0,6,0,5,1,1,0,0,48,38,0
43,1,94937,6,13,0,1,4,0,0,0,40,38,0
46,4,220269,11,10,2,13,0,1,0,0,40,38,1
36,4,214604,6,13,2,12,0,1,0,0,42,38,1
27,4,81540,8,9,2,3,0,1,0,0,40,38,1
22,4,124940,11,10,2,1,5,0,0,0,44,38,0
61,4,192237,0,6,0,12,4,0,0,0,40,38,0
28,0,168524,5,11,2,0,3,0,0,0,40,38,0
22,4,215477,11,10,4,14,3,1,0,0,40,38,0
27,4,199903,6,13,4,10,1,0,0,0,40,38,0
28,4,274679,9,14,4,10,1,1,0,0,50,38,0
28,4,206125,11,10,2,3,0,1,0,0,40,38,0
58,4,202652,8,9,6,1,1,0,0,0,37,38,0
39,4,348960,8,9,2,6,0,1,0,0,40,38,0
33,4,171876,11,10,0,8,4,0,0,0,40,38,0
59,4,157932,0,6,2,3,0,1,0,0,40,38,1
38,4,354739,5,11,2,10,0,1,0,0,36,29,1
34,4,40067,11,10,2,3,0,1,0,0,40,38,0
31,4,326862,11,10,0,3,3,1,0,0,40,38,0
48,2,189762,8,9,2,3,0,1,0,0,40,38,1
65,0,149049,8,9,2,0,0,1,0,0,40,38,0
45,4,226246,8,9,0,6,1,1,0,0,50,38,0
23,4,38251,8,9,4,8,3,0,0,0,40,38,0
33,4,196385,9,14,2,10,0,1,0,0,37,38,1
38,6,217054,11,10,0,5,1,1,0,0,40,38,0
44,6,104973,9,14,2,5,0,1,0,0,40,38,1
40,7,34218,8,9,2,3,0,1,0,0,40,38,0
19,2,292962,8,9,4,3,2,0,0,0,40,38,0
45,4,235924,6,13,0,4,3,0,0,0,40,38,0
34,4,98656,11,10,4,10,1,0,0,0,40,38,0
33,4,323069,5,11,0,8,4,0,0,0,40,38,0
24,4,184756,6,13,4,4,1,0,0,0,40,38,0
29,4,216479,8,9,0,4,1,0,0,0,40,38,0
22,4,204160,8,9,0,7,3,0,0,0,40,38,0
64,7,114650,3,5,2,3,0,1,0,0,40,38,0
29,6,240172,6,13,4,4,2,1,0,0,50,38,0
28,4,184831,11,10,2,4,0,1,0,0,40,38,0
25,4,124590,8,9,4,4,2,1,0,0,40,38,0
26,4,202033,6,13,2,14,0,1,0,0,40,38,1
48,2,334409,6,13,2,10,5,0,0,0,50,38,1
36,4,311255,8,9,2,7,0,1,0,0,40,14,0
41,4,115849,8,9,2,14,0,1,0,0,40,38,0
53,4,31460,8,9,0,10,1,1,0,0,40,38,0
26,4,141824,11,10,0,4,1,0,0,0,40,38,0
31,4,137952,11,10,2,8,0,1,0,0,40,32,0
46,4,174426,11,10,2,7,0,1,0,0,40,38,0
32,4,169955,11,10,2,8,5,0,0,0,36,32,0
37,7,210452,9,14,2,4,0,1,0,0,38,38,0
22,2,134181,8,9,4,6,2,1,0,0,50,38,0
47,4,183522,11,10,2,4,5,0,0,0,40,38,1
40,4,199303,8,9,2,1,0,1,0,0,40,38,0
46,4,83064,11,10,2,7,0,1,0,0,40,38,0
30,4,44419,11,10,4,13,4,0,0,0,40,38,0
31,2,158092,11,10,4,1,3,0,0,0,35,38,0
30,4,112650,8,9,0,3,3,1,0,0,40,38,0
50,2,183390,6,13,5,10,1,1,0,0,40,38,1
27,4,207418,6,13,4,10,1,0,0,0,50,38,0
29,4,243660,8,9,2,7,0,1,0,0,50,38,1
54,4,50385,6,13,0,4,1,0,0,0,45,38,1
47,7,187581,5,11,2,13,0,1,0,0,48,38,1
34,4,37380,8,9,3,7,4,0,0,0,40,38,0
26,4,247025,11,10,4,6,1,1,0,0,40,38,0
42,2,176716,9,14,0,10,1,1,0,0,40,38,0
36,6,118429,8,9,2,4,0,1,0,0,50,38,0
52,1,221532,6,13,2,11,0,1,0,0,45,38,1
22,0,120572,11,10,4,0,3,0,0,0,40,38,0
27,2,124680,9,14,4,10,1,0,0,0,40,38,0
42,4,153160,8,9,6,8,4,0,0,0,40,38,0
49,7,142856,8,9,2,10,0,1,0,0,40,38,1
47,4,121124,3,5,2,7,0,1,0,0,40,38,0
33,4,394447,9,14,2,10,0,1,0,0,33,38,1
36,4,79649,11,10,2,12,0,1,0,0,40,38,0
48,4,162816,4,12,2,14,0,1,0,0,45,38,0
30,4,109117,5,11,4,6,3,1,0,0,45,38,0
24,4,32732,8,9,2,3,0,1,0,0,50,38,0
57,6,217692,8,9,6,3,1,0,0,0,38,38,0
36,4,91037,8,9,2,1,5,0,0,0,40,38,1
44,4,171484,0,6,2,7,0,1,0,0,40,38,1
57,4,36990,8,9,2,3,0,1,0,0,52,38,0
